Content,Category,Case_Status,Profit_Center
"Agent Lucas - Comm100 has joined the chat.
[2022/05/02 19:09:49]:Lucas - Comm100:Hi Cenk - Risk Birimi, this is Lucas with Comm100. How may I help you?
[2022/05/02 19:10:00]:Cenk - Risk Birimi:Hello Lucas, have a nice day.
[2022/05/02 19:10:06]:Cenk - Risk Birimi:I have a very simple question
[2022/05/02 19:10:29]:Cenk - Risk Birimi:Is there a way to insert emojis to the pre-defined messages?
[2022/05/02 19:10:49]:Lucas - Comm100:Hello Cenk
[2022/05/02 19:10:59]:Lucas - Comm100:Thanks for the greeting
[2022/05/02 19:11:47]:Lucas - Comm100:Are you referring to this the pre-defined message?
Agent Lucas - Comm100 has sent a file: 1651489907393.png
[2022/05/02 19:12:04]:Cenk - Risk Birimi:Yeah, exactly
[2022/05/02 19:12:59]:Lucas - Comm100:Thanks for the confirmation. Currently plain text is supported only.
[2022/05/02 19:13:20]:Lucas - Comm100:This is our main portal to collect feedbacks https://comm100.uservoice.com/forums/152699-feedback-for-comm100
[2022/05/02 19:13:39]:Lucas - Comm100:Appreciate your valuable voice about our product
[2022/05/02 19:14:42]:Cenk - Risk Birimi:From a partner of yours, I've seen something like this.
The visitor has sent a file: image.png
[2022/05/02 19:15:19]:Cenk - Risk Birimi:They've inserted some emojis to the greeting messages, so I wanted to ask if it's possible for us to do the same
[2022/05/02 19:15:45]:Lucas - Comm100:Could you send me their website? I can do a check
[2022/05/02 19:15:58]:Cenk - Risk Birimi:https://www.betpuan252.com/#/
[2022/05/02 19:16:01]:Cenk - Risk Birimi:Here you are
[2022/05/02 19:16:54]:Lucas - Comm100:Thank you
[2022/05/02 19:20:07]:Lucas - Comm100:I have trouble opening this website at this moment. It keeps loading
[2022/05/02 19:20:44]:Cenk - Risk Birimi:It might be because of your location.
[2022/05/02 19:20:56]:Cenk - Risk Birimi:Some of these websites are banned in the US
[2022/05/02 19:21:01]:Lucas - Comm100:Is it the website of your friend?
[2022/05/02 19:21:12]:Cenk - Risk Birimi:No, it's not.
[2022/05/02 19:21:43]:Cenk - Risk Birimi:Let me ask this to you in another way.
[2022/05/02 19:22:14]:Cenk - Risk Birimi:If I download the mobile version of your app and insert some emojis provided by the phone itself, will it work?
[2022/05/02 19:22:41]:Cenk - Risk Birimi:Because this greeting mesaage type looks too cute :D
[2022/05/02 19:24:10]:Lucas - Comm100:Good idea, however greeting message can not be customized on mobile app
[2022/05/02 19:24:40]:Cenk - Risk Birimi:Great. It seems like I'm going to try to find a solution on my own.
[2022/05/02 19:24:50]:Cenk - Risk Birimi:Thanks for your support Lucas, have a nice day.
[2022/05/02 19:25:13]:Lucas - Comm100:I will do some analysis when I can open this website
[2022/05/02 19:25:27]:Cenk - Risk Birimi:Please try it via VPN.
[2022/05/02 19:25:31]:Lucas - Comm100:Maybe it will be faster with VPN on
[2022/05/02 19:25:41]:Cenk - Risk Birimi:Most probably your location is banned due to your IP
[2022/05/02 19:26:31]:Cenk - Risk Birimi:Thanks anyway. Have a nice day.
[2022/05/02 19:26:32]:Lucas - Comm100:Understood. I will try if I can connect with an US IP
The visitor has left the chat.
The chat is ended.(2022/05/02 19:26:46)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
"Comm100 Bot has joined the chat.
[2022/05/02 17:43:03]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/02 17:43:13]:Visitor:Sales
[2022/05/02 17:43:13]:Comm100 Bot:Nice choice! ❤️

Please feel free to choose one of the options below.
[Book a Meeting]
[Chat with Sales]
[2022/05/02 17:43:16]:Visitor:Chat with Sales
[2022/05/02 17:43:16]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Fajardo - Comm100 (Training) has joined the chat.
[2022/05/02 17:43:17]:Fajardo - Comm100 (Training):Dear 47.243.109.255, thank you for contacting Comm100 live chat support! How may I help you?
[2022/05/02 17:43:36]:Visitor:help me creat a acount free 15 days
[2022/05/02 17:44:37]:Fajardo - Comm100 (Training):may I have your contact details please? Contact number and email?
[2022/05/02 17:45:12]:Visitor:+*************8454
[2022/05/02 17:45:37]:Visitor:keobonghaiminh@zohomail.com
[2022/05/02 17:45:48]:Fajardo - Comm100 (Training):your number doesn't appear
[2022/05/02 17:46:05]:Fajardo - Comm100 (Training):it's ok, I will just create a ticket for you, for sales to contact you. Thanks.
Ticket 18555 created successfully. The chat transcript will be attached to this ticket after the transcript is saved in the system.
[2022/05/02 17:46:56]:Visitor:ok
[2022/05/02 17:47:00]:Visitor:thank you\
[2022/05/02 17:47:37]:Visitor:hello
[2022/05/02 17:48:47]:Fajardo - Comm100 (Training):Sales will be contacting you shortly. You will receive an email from them. Thank you for contacting comm100 live chat service. Have a nice day!
[2022/05/02 17:54:15]:Visitor:dont rêcived email
[2022/05/02 17:55:12]:Fajardo - Comm100 (Training):Please patiently wait. Someone will contact you. Thanks.
[2022/05/02 17:57:55]:Visitor:ok
[2022/05/02 17:58:23]:Fajardo - Comm100 (Training):Do you still have other inquiries?
[2022/05/02 17:58:30]:Visitor:now not yet 
[2022/05/02 17:58:34]:Visitor:what time?
[2022/05/02 17:59:06]:Fajardo - Comm100 (Training):Within the day. Please patiently wait.
[2022/05/02 17:59:12]:Fajardo - Comm100 (Training):Ok, thank you for contacting us. Have a nice day!
The visitor has left the chat.
The chat is ended.(2022/05/02 17:59:32)
",Sales: Live Chat,Handover to team member,Freemium
"Comm100 Bot has joined the chat.
[2022/05/02 16:35:51]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/02 16:36:09]:Visitor:Sales
[2022/05/02 16:36:09]:Comm100 Bot:Nice choice! ❤️

Please feel free to choose one of the options below.
[Book a Meeting]
[Chat with Sales]
[2022/05/02 16:36:49]:Visitor:Chat with Sales
[2022/05/02 16:36:49]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Lucas - Comm100 has joined the chat.
[2022/05/02 16:36:50]:Lucas - Comm100:Hi 114.108.219.229, this is Lucas with Comm100. How may I help you?
[2022/05/02 16:37:07]:Visitor:plspls help me oepn a account
[2022/05/02 16:37:17]:Visitor:2 agent
[2022/05/02 16:37:22]:Lucas - Comm100:Hello
[2022/05/02 16:37:25]:Visitor:for 15 days free
[2022/05/02 16:38:04]:Lucas - Comm100:Thanks for your interest in Comm100
[2022/05/02 16:38:36]:Lucas - Comm100:May I ask for a few details before opening an account?
[2022/05/02 16:39:10]:Lucas - Comm100:Your company website, location, what plan you are interested in
[2022/05/02 16:39:40]:Visitor:Philipines
[2022/05/02 16:39:50]:Visitor:gaming 
[2022/05/02 16:41:40]:Lucas - Comm100:Understood. I will have Joanna assist you
[2022/05/02 16:41:44]:Lucas - Comm100:Hold on
Agent Lucas - Comm100 has transferred the chat to another agent.
Agent Joanna - Comm100 ( Training ) has joined the chat.
[2022/05/02 16:42:15]:Visitor:thank you
[2022/05/02 16:42:59]:Visitor:hello
[2022/05/02 16:43:12]:Joanna - Comm100 ( Training ):Hi
[2022/05/02 16:43:17]:Joanna - Comm100 ( Training ):For new account sign up, please contact our manager
[2022/05/02 16:43:20]:Joanna - Comm100 ( Training ):Do you have Telegram?
[2022/05/02 16:43:29]:Visitor:yes
[2022/05/02 16:43:33]:Joanna - Comm100 ( Training ):You may contact him through this - @Livehelp100
[2022/05/02 16:43:48]:Visitor:but no one reply
[2022/05/02 16:43:55]:Joanna - Comm100 ( Training ):Please wait for a while
[2022/05/02 16:44:13]:Visitor:yesterday I already sent via telegram
[2022/05/02 16:44:15]:Joanna - Comm100 ( Training ):It is China holiday so response might be delayed
[2022/05/02 16:46:20]:Visitor:ok
[2022/05/02 16:46:32]:Visitor:can help me open comm100 first
[2022/05/02 16:48:39]:Joanna - Comm100 ( Training ):Sorry, if its gaming industry it should be under livehelp100
[2022/05/02 16:49:52]:Visitor:I only test then move livehelp100 , it is ok?
[2022/05/02 16:50:23]:Joanna - Comm100 ( Training ):Please wait for a moment
[2022/05/02 16:50:45]:Visitor:yep
[2022/05/02 16:52:35]:Joanna - Comm100 ( Training ):Sorry, that is our company policy..
[2022/05/02 16:52:45]:Joanna - Comm100 ( Training ):I will make a followup with our manager - Tony
[2022/05/02 16:53:32]:Joanna - Comm100 ( Training ):Gaming clients are not anymore under Comm100's responsibility so we cannot open new accounts
[2022/05/02 16:53:56]:Visitor:ok
The visitor has left the chat.
The chat is ended.(2022/05/02 16:54:02)
",Sales: Live Chat,Answered/Solved,Gaming (Livehelp100)
"Comm100 Bot has joined the chat.
[2022/05/02 15:27:35]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/02 15:28:04]:Visitor:Pre-sales Tech Support
[2022/05/02 15:28:04]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Lucas - Comm100 has joined the chat.
[2022/05/02 15:28:05]:Lucas - Comm100:Hi 213.233.110.233, this is Lucas with Comm100. How may I help you?
[2022/05/02 15:29:46]:Visitor:Hi Lucas, I am looking fir a ticketing system that also has integrated telegram, twitter and live chat on site. Is your comm100 right for me? 🙃
[2022/05/02 15:30:05]:Lucas - Comm100:Hello
[2022/05/02 15:30:12]:Lucas - Comm100:Thanks for contacting Comm100
[2022/05/02 15:30:41]:Visitor:😌
[2022/05/02 15:30:58]:Lucas - Comm100:Yes, it fits your needs
[2022/05/02 15:31:46]:Visitor:So it has all those 3 things integrated? Can I see a demo please?
[2022/05/02 15:33:14]:Lucas - Comm100:Right, exactly
[2022/05/02 15:33:32]:Lucas - Comm100:I will have our sales rep share more details
[2022/05/02 15:34:04]:Lucas - Comm100:May I know more info about your company to provide tailored solution?
[2022/05/02 15:34:27]:Lucas - Comm100:Your company website, location, the number of live chat agents you want to start with
[2022/05/02 15:35:20]:Visitor:It’s just me, but I need all those 3 options
[2022/05/02 15:36:51]:Lucas - Comm100:Noted. May I know the other info so I can arrange the right rep?
[2022/05/02 15:38:45]:Visitor:I can’t give you this info yet
[2022/05/02 15:39:17]:Visitor:is there a way that I can test the software for a few days?
[2022/05/02 15:40:54]:Lucas - Comm100:A test account has to be set up then you can test on that
[2022/05/02 15:41:05]:Lucas - Comm100:May I have your best contact?
[2022/05/02 15:41:47]:Lucas - Comm100:The rep will reach out to you soon
The visitor has left the chat.
The chat is ended.(2022/05/02 15:46:09)
","Sales: Live Chat, Ticketing & Messaging",No response from client,SMB & APAC ENT
"Comm100 Bot has joined the chat.
[2022/05/02 15:20:12]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/02 15:20:24]:Visitor:Post-sales Tech Support
[2022/05/02 15:20:25]:Comm100 Bot:Thank you for contacting Comm100 Technical Support.My I have your name please?
[2022/05/02 15:20:35]:Visitor:Uri
[2022/05/02 15:20:36]:Comm100 Bot:Thank you, Uri. Please hold on. Transferring you to our agent. ✈️
Agent Lucas - Comm100 has joined the chat.
[2022/05/02 15:20:37]:Lucas - Comm100:Hi Uri, this is Lucas with Comm100. How may I help you?
[2022/05/02 15:21:45]:Uri:Hi Lucas, im working on moving to the new v4 version, and im integrating the new chats retrieval from the api.
[2022/05/02 15:22:29]:Uri:we used the custom variables for getting our player id and such, and in the new version i dont see this field on the chat item
[2022/05/02 15:23:17]:Lucas - Comm100:Hello Uri
[2022/05/02 15:23:29]:Lucas - Comm100:Please give me a moment to check. Please stay with me for a while.
[2022/05/02 15:27:50]:Gavriel Shahimov:ok, im here
[2022/05/02 15:30:38]:Lucas - Comm100:Thanks for your waiting
[2022/05/02 15:32:59]:Lucas - Comm100:I did a review on API. I'd like to take some more time on the testing on that. May I get back to you via email?
[2022/05/02 15:35:02]:Gavriel Shahimov:sure, uri@progressplay.com
[2022/05/02 15:35:58]:Lucas - Comm100:Thanks. I am going to test after the chats and get back to you at the earliest.
Ticket 18554 created successfully. The chat transcript will be attached to this ticket after the transcript is saved in the system.
[2022/05/02 15:43:32]:Lucas - Comm100:Is there anything else I can help you with?
[2022/05/02 15:48:50]:Gavriel Shahimov:no, waiting for your email
[2022/05/02 15:49:19]:Lucas - Comm100:Thanks. Have a great day and bye
Agent Lucas - Comm100 has left the chat.
The chat is ended.(2022/05/02 15:51:37)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
"Comm100 Bot has joined the chat.
[2022/05/02 10:15:13]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/02 10:15:51]:Visitor:Post-sales Tech Support
[2022/05/02 10:15:51]:Comm100 Bot:Thank you for contacting Comm100 Technical Support.My I have your name please?
[2022/05/02 10:16:05]:Visitor:John
[2022/05/02 10:16:05]:Comm100 Bot:Thank you, John. Please hold on. Transferring you to our agent. ✈️
Agent Lucas - Comm100 has joined the chat.
[2022/05/02 10:16:06]:Lucas - Comm100:Hi John, this is Lucas with Comm100. How may I help you?
[2022/05/02 10:16:17]:John:do you speak chinese?
[2022/05/02 10:16:24]:Lucas - Comm100:您好
[2022/05/02 10:16:31]:John:我想联系下同意
[2022/05/02 10:16:33]:Lucas - Comm100:有什么可以帮助您的？
[2022/05/02 10:16:34]:John:tony
[2022/05/02 10:16:49]:John:我想联系下tony
[2022/05/02 10:16:56]:John:他是我的客户经理
[2022/05/02 10:17:18]:Lucas - Comm100:请您稍等下
[2022/05/02 10:18:20]:Lucas - Comm100:您有飞机号吗？
[2022/05/02 10:20:22]:Lucas - Comm100:有的话，可以添加飞机号 @livehelp100 @tonylivehelp100
[2022/05/02 10:22:24]:John:好的
[2022/05/02 10:23:05]:Lucas - Comm100:对了，您账户的中文在线客户服务已经转至https://www.livehelp100.com/cn/。您以后可以从那里得到帮助。谢谢。

[2022/05/02 10:31:00]:John:好的
[2022/05/02 10:34:07]:Lucas - Comm100:拜拜
Agent Lucas - Comm100 has left the chat.
The chat is ended.(2022/05/02 10:44:00)
",Support: Live Chat,Answered/Solved,Gaming (Livehelp100)
"Agent Kashif - Comm100 has joined the chat.
[2022/05/02 05:21:17]:Kashif - Comm100:Hello, Thank you for contacting Comm100! My name is Kashif, how may I assist you today ?
[2022/05/02 05:21:30]:Alp:hello good evening
[2022/05/02 05:21:45]:Alp:We have talked about an error with you yesterday
[2022/05/02 05:21:59]:Alp:18545  is my ticket number
[2022/05/02 05:22:17]:Alp:this error have happened again
[2022/05/02 05:23:43]:Kashif - Comm100:We are sorry for inconvenience. It's taking longer because of weekend. I will get back to you via email as soon as I hear from our Dev teams. 
[2022/05/02 05:23:57]:Alp:Of course
[2022/05/02 05:24:04]:Alp:I just want to inform you
[2022/05/02 05:24:15]:Alp:thank you for your interest
[2022/05/02 05:24:40]:Kashif - Comm100:Thank you for contacting Comm 100 today!
 Have a great day ahead!
The visitor has left the chat.
The chat is ended.(2022/05/02 05:24:47)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
"Agent Kashif - Comm100 has joined the chat.
[2022/05/02 01:06:03]:Kashif - Comm100:Hello, Thank you for contacting Comm100! My name is Kashif, how may I assist you today ?
[2022/05/02 01:06:39]:Ateş:Hello, I have a problem
[2022/05/02 01:07:14]:Kashif - Comm100:Hello, What seems to be the problem?
[2022/05/02 01:07:42]:Ateş:I want people on the talk page to automatically exit the chat within a certain period of time
[2022/05/02 01:08:02]:Kashif - Comm100:Please give me a moment. 
[2022/05/02 01:08:25]:Ateş:I want the window to close automatically within 2 minutes after we write the last post.

Agent Kashif - Comm100 has sent a file: 1651424959768.png
[2022/05/02 01:09:30]:Kashif - Comm100:Go to campaign> Chat window. 
[2022/05/02 01:09:39]:Kashif - Comm100:Then scroll down and click on Advanced. 
[2022/05/02 01:09:47]:Kashif - Comm100:Then place check on """"Automatically end chats if visitors don't respond""""
[2022/05/02 01:09:55]:Ateş:thank you so much
[2022/05/02 01:09:56]:Kashif - Comm100:You can select minimum of 3 minutes. 
The visitor has left the chat.
The chat is ended.(2022/05/02 01:12:46)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
"Comm100 Bot has joined the chat.
[2022/05/01 21:30:59]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/01 21:31:11]:Visitor:Sales
[2022/05/01 21:31:13]:Comm100 Bot:Nice choice! ❤️

Please feel free to choose one of the options below.
[Book a Meeting]
[Chat with Sales]
[2022/05/01 21:31:16]:Visitor:Chat with Sales
[2022/05/01 21:31:16]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Francis - Comm100 ( Training ) has joined the chat.
[2022/05/01 21:31:17]:Francis - Comm100 ( Training ):Hello,117.136.95.240,   Thank you for contacting Comm100! My name is Francis, how may I assist you today ?
[2022/05/01 21:31:57]:Francis - Comm100 ( Training ):您好，请问有什么可以帮到您？

The visitor has left the chat.
The chat is ended.(2022/05/01 21:33:59)
",Support: Live Chat,No response from client,Gaming (Livehelp100)
"Comm100 Bot has joined the chat.
[2022/05/01 11:39:51]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/01 11:40:07]:Visitor:Pre-sales Tech Support
[2022/05/01 11:40:07]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Fajardo - Comm100 (Training) has joined the chat.
[2022/05/01 11:40:08]:Fajardo - Comm100 (Training):Dear 125.212.151.180, thank you for contacting Comm100 live chat support! How may I help you?
The visitor has left the chat.
The chat is ended.(2022/05/01 11:40:13)
",Support: Live Chat,No response from client,SMB & APAC ENT
"Comm100 Bot has joined the chat.
[2022/05/01 10:08:42]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/01 10:09:00]:1120916666@qq.com:Post-sales Tech Support
[2022/05/01 10:09:00]:Comm100 Bot:Thank you for contacting Comm100 Technical Support.My I have your name please?
[2022/05/01 10:09:15]:1120916666@qq.com:1120916666@qq.com
[2022/05/01 10:09:15]:Comm100 Bot:Thank you, 1120916666@qq.com. Please hold on. Transferring you to our agent. ✈️
Agent Fajardo - Comm100 (Training) has joined the chat.
[2022/05/01 10:09:16]:Fajardo - Comm100 (Training):Dear 1120916666@qq.com, thank you for contacting Comm100 live chat support! How may I help you?
[2022/05/01 10:09:27]:1120916666@qq.com:这个是主账户
Agent Fajardo - Comm100 (Training) has requested a form """"Account Login Info"""".
[2022/05/01 10:10:01]:Fajardo - Comm100 (Training):请提供一下账号与密码，谢谢
[2022/05/01 10:10:10]:1120916666@qq.com:主账户的密码吗 
[2022/05/01 10:11:01]:Fajardo - Comm100 (Training):是的
[2022/05/01 10:14:51]:1120916666@qq.com:稍等 
[2022/05/01 10:14:55]:1120916666@qq.com:您不要离线哦
[2022/05/01 10:15:04]:Fajardo - Comm100 (Training):好的
[2022/05/01 10:17:29]:1120916666@qq.com:1120916666@qq.com    854ywk88ii**4
[2022/05/01 10:18:25]:Fajardo - Comm100 (Training):请稍等片刻
[2022/05/01 10:18:30]:Fajardo - Comm100 (Training):我帮你设置一下
[2022/05/01 10:18:36]:1120916666@qq.com:好 
[2022/05/01 10:18:45]:1120916666@qq.com:然后帮我截图下哪里设置的
[2022/05/01 10:18:51]:1120916666@qq.com:其他的都不要动哦
[2022/05/01 10:19:04]:1120916666@qq.com:30076588388@qq.com   珞然
[2022/05/01 10:19:11]:1120916666@qq.com:3007658374@qq.com  倪阳
[2022/05/01 10:19:19]:1120916666@qq.com:这两个设置一下  监控功能 
[2022/05/01 10:19:24]:1120916666@qq.com:麻烦您了 
[2022/05/01 10:19:39]:Fajardo - Comm100 (Training):好的，请稍等
Agent Fajardo - Comm100 (Training) has sent a file: 1651371699415.png
[2022/05/01 10:21:52]:Fajardo - Comm100 (Training):我进不去，您使用了IP白名单
[2022/05/01 10:22:13]:Fajardo - Comm100 (Training):我截图给您吧，您自己操作一下
Agent Fajardo - Comm100 (Training) has sent a file: Agents_access1.png
The visitor has sent a file: image.png
Agent Fajardo - Comm100 (Training) has sent a file: Agents_access_monitor.png
[2022/05/01 10:26:18]:Fajardo - Comm100 (Training):请选在线客服
The visitor has sent a file: image.png
[2022/05/01 10:27:20]:Fajardo - Comm100 (Training):是的
[2022/05/01 10:27:28]:1120916666@qq.com:对啊 就算是这样 也不行啊 
[2022/05/01 10:27:37]:Fajardo - Comm100 (Training):请稍等
The visitor has sent a file: image.png
[2022/05/01 10:28:05]:1120916666@qq.com:还是这样的 
[2022/05/01 10:28:22]:Fajardo - Comm100 (Training):还有一个地方需要设置
Agent Fajardo - Comm100 (Training) has sent a file: Console_livechat.png
The visitor has sent a file: image.png
[2022/05/01 10:28:40]:1120916666@qq.com:然后就变成 全部自动监控了 
[2022/05/01 10:28:50]:1120916666@qq.com:我不要自动监控  我要可以选择性的监控
[2022/05/01 10:29:14]:1120916666@qq.com:你说得这个在哪里调整 
Agent Fajardo - Comm100 (Training) has sent a file: Console_chat_monitor.png
The visitor has sent a file: image.png
The visitor has sent a file: image.png
[2022/05/01 10:30:14]:1120916666@qq.com:这里点掉是吧 
[2022/05/01 10:30:23]:Fajardo - Comm100 (Training):对的，勾选一下
The visitor has sent a file: image.png
[2022/05/01 10:31:51]:Fajardo - Comm100 (Training):请重新登录
The visitor has left the chat.
The chat is ended.(2022/05/01 10:33:53)
",Support: Live Chat,Answered/Solved,Gaming (Livehelp100)
"Comm100 Bot has joined the chat.
[2022/05/01 09:20:16]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/01 09:20:25]:Visitor:Post-sales Tech Support
[2022/05/01 09:20:26]:Comm100 Bot:Thank you for contacting Comm100 Technical Support.My I have your name please?
[2022/05/01 09:20:46]:Visitor:1120916666@qq.com
[2022/05/01 09:20:46]:Comm100 Bot:Thank you, 1120916666@qq.com. Please hold on. Transferring you to our agent. ✈️
Agent Fajardo - Comm100 (Training) has joined the chat.
[2022/05/01 09:20:48]:Fajardo - Comm100 (Training):Dear 1120916666@qq.com, thank you for contacting Comm100 live chat support! How may I help you?
[2022/05/01 09:20:52]:1120916666@qq.com:30076588388@qq.com
[2022/05/01 09:21:41]:Fajardo - Comm100 (Training):您好
[2022/05/01 09:21:56]:1120916666@qq.com:珞然  3007658374@qq.com
[2022/05/01 09:22:02]:1120916666@qq.com:倪阳 3007658374@qq.com
[2022/05/01 09:22:15]:1120916666@qq.com:这两个没有监控功能 帮我开启下
[2022/05/01 09:22:19]:1120916666@qq.com:我这边操作不来
[2022/05/01 09:22:24]:1120916666@qq.com:跟你们的页面好像不一样 
[2022/05/01 09:23:20]:Fajardo - Comm100 (Training):请稍等片刻
The visitor has sent a file: image.png
[2022/05/01 09:23:46]:1120916666@qq.com:这两个  只有这个功能
The visitor has sent a file: image.png
[2022/05/01 09:24:27]:1120916666@qq.com:帮我调成这样的 
[2022/05/01 09:24:33]:1120916666@qq.com:可以单一选择监控的 
[2022/05/01 09:24:37]:Fajardo - Comm100 (Training):请问，您用的是管理员的账号，对吗？
[2022/05/01 09:38:02]:1120916666@qq.com:珞然 3007658374@qq.com倪阳 3007658374@qq.com
[2022/05/01 09:38:12]:1120916666@qq.com:这两个不是管理账号
[2022/05/01 09:38:31]:1120916666@qq.com:或者直接给这两个开个监控就好
[2022/05/01 09:39:11]:Fajardo - Comm100 (Training):请稍等
Agent Fajardo - Comm100 (Training) has requested a form """"Account Login Info"""".
[2022/05/01 09:39:42]:Fajardo - Comm100 (Training):您可以提供您的账号与密码吗？让我帮您改一下
[2022/05/01 09:39:50]:Fajardo - Comm100 (Training):设置一下
[2022/05/01 09:50:49]:Fajardo - Comm100 (Training):您好，您还在吗？
[2022/05/01 10:06:57]:Fajardo - Comm100 (Training):由于一段时间没有收到您的新回复， 我先终止本次聊天，如有问题请随时再与我们联系， 祝您工作愉快，再见。
Agent Fajardo - Comm100 (Training) has left the chat.
The chat is ended.(2022/05/01 10:07:01)
",Support: Live Chat,No response from client,Gaming (Livehelp100)
"Comm100 Bot has joined the chat.
[2022/05/01 08:52:01]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/01 08:52:13]:Bleda:Sales
[2022/05/01 08:52:13]:Comm100 Bot:Nice choice! ❤️

Please feel free to choose one of the options below.
[Book a Meeting]
[Chat with Sales]
[2022/05/01 08:52:18]:Bleda:Chat with Sales
[2022/05/01 08:52:18]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Fajardo - Comm100 (Training) has joined the chat.
[2022/05/01 08:52:19]:Fajardo - Comm100 (Training):Dear Bleda, thank you for contacting Comm100 live chat support! How may I help you?
[2022/05/01 08:52:55]:Bleda:Hi, can you please help for our payment
[2022/05/01 08:53:14]:Bleda:We have some problem with our credit card 
[2022/05/01 08:53:24]:Bleda:it couldnt charge 
[2022/05/01 08:53:35]:Bleda:we need some more time. 
[2022/05/01 08:53:51]:Bleda:Can you please active our system again 
[2022/05/01 08:54:16]:Fajardo - Comm100 (Training):Please hold on while I help you check it. Thanks.
[2022/05/01 08:56:54]:Bleda:Thank you i am waiting 
[2022/05/01 08:58:03]:Fajardo - Comm100 (Training):Do you know what was it suspended?
[2022/05/01 08:59:34]:Bleda:Yes because of payment 
[2022/05/01 09:00:02]:Bleda:As I told. We have some problem on our credit card 
[2022/05/01 09:00:15]:Bleda:But i will fix it soon 
[2022/05/01 09:00:41]:Fajardo - Comm100 (Training):May I also know when can you pay if I reactivate your accoune now? 
[2022/05/01 09:00:46]:Fajardo - Comm100 (Training):account*
[2022/05/01 09:01:08]:Bleda:12:00 am 
[2022/05/01 09:01:15]:Bleda:before 
[2022/05/01 09:01:56]:Fajardo - Comm100 (Training):ok, thank you, please wait for few minutes. 
[2022/05/01 09:03:15]:Bleda:thank you 
[2022/05/01 09:04:30]:Fajardo - Comm100 (Training):Please refresh and try to login now. 
Ticket 18546 created successfully. The chat transcript will be attached to this ticket after the transcript is saved in the system.
The visitor has left the chat.
The chat is ended.(2022/05/01 09:14:52)
",Billing: Payment Failed,Answered/Solved,SMB & APAC ENT
